ticket_id,issue_area,issue_category,issue_sub_category,customer_sentiment,issue_complexity,product_category,product_sub_category,priority
2918,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,medium,Electronics,Laptop,medium
2919,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,high,Electronics,Laptop,medium
2920,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,less,Electronics,Laptop,medium
2921,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,medium,Electronics,Laptop,high
2922,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,high,Electronics,Laptop,high
2923,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,less,Electronics,Laptop,high
2924,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,medium,Electronics,Laptop,high
2925,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,high,Electronics,Laptop,urgent
2926,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,less,Electronics,Mobile,low
2927,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,medium,Electronics,Mobile,medium
2928,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,high,Electronics,Mobile,high
2929,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,less,Electronics,Mobile,medium
2930,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,medium,Electronics,Mobile,high
2931,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,high,Electronics,Mobile,high
2932,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,less,Electronics,Mobile,high
2933,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,medium,Electronics,Mobile,high
2934,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,high,Electronics,Mobile,urgent
2935,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,less,Electronics,Television,low
2936,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,medium,Electronics,Television,medium
2937,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,high,Electronics,Television,medium
2938,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,less,Electronics,Television,medium
2939,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,medium,Electronics,Television,medium
2940,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,high,Electronics,Television,high
2941,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,less,Electronics,Television,high
2942,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,medium,Electronics,Television,high
2943,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,high,Electronics,Television,urgent
2944,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,less,Electronics,Tablet,low
2945,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,medium,Electronics,Tablet,medium
2946,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,high,Electronics,Tablet,medium
2947,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,less,Electronics,Tablet,medium
2948,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,medium,Electronics,Tablet,high
2949,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,high,Electronics,Tablet,high
2950,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,less,Electronics,Tablet,high
2951,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,medium,Electronics,Tablet,high
2952,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,high,Electronics,Tablet,urgent
2953,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,less,Electronics,Headphone,low
2954,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,medium,Electronics,Headphone,medium
2955,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,high,Electronics,Headphone,medium
2956,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,less,Electronics,Headphone,medium
2957,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,medium,Electronics,Headphone,high
2958,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,high,Electronics,Headphone,high
2959,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,less,Electronics,Headphone,high
2960,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,medium,Electronics,Headphone,high
2961,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,high,Electronics,Headphone,urgent
2962,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,less,Electronics,DSLR Camera,low
2963,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,medium,Electronics,DSLR Camera,medium
2964,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,high,Electronics,DSLR Camera,medium
2965,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,less,Electronics,DSLR Camera,medium
2966,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,medium,Electronics,DSLR Camera,high
2967,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,high,Electronics,DSLR Camera,high
2968,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,less,Electronics,DSLR Camera,high
2969,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,medium,Electronics,DSLR Camera,high
2970,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,high,Electronics,DSLR Camera,urgent
2971,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,less,Appliances,Refrigerator,low
2972,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,medium,Appliances,Refrigerator,medium
2973,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,high,Appliances,Refrigerator,medium
2974,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,less,Appliances,Refrigerator,medium
2975,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,medium,Appliances,Refrigerator,high
2976,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,high,Appliances,Refrigerator,high
2977,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,less,Appliances,Refrigerator,high
2978,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,medium,Appliances,Refrigerator,urgent
2979,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,high,Appliances,Refrigerator,urgent
2980,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,less,Appliances,Washing Machine,low
2981,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,medium,Appliances,Washing Machine,medium
2982,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,high,Appliances,Washing Machine,medium
2983,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,less,Appliances,Washing Machine,medium
2984,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,medium,Appliances,Washing Machine,high
2985,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,high,Appliances,Washing Machine,high
2986,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,less,Appliances,Washing Machine,high
2987,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,medium,Appliances,Washing Machine,high
2988,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,high,Appliances,Washing Machine,urgent
2989,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,less,Appliances,Microwave Oven,low
2990,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,medium,Appliances,Microwave Oven,medium
2991,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,high,Appliances,Microwave Oven,medium
2992,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,less,Appliances,Microwave Oven,medium
2993,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,medium,Appliances,Microwave Oven,high
2994,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,high,Appliances,Microwave Oven,high
2995,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,less,Appliances,Microwave Oven,high
2996,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,medium,Appliances,Microwave Oven,high
2997,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,high,Appliances,Microwave Oven,urgent
2998,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,less,Appliances,Air Conditioner,low
2999,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,medium,Appliances,Air Conditioner,medium
3000,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,high,Appliances,Air Conditioner,medium
3001,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,less,Appliances,Air Conditioner,medium
3002,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,medium,Appliances,Air Conditioner,high
3003,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,high,Appliances,Air Conditioner,high
3004,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,less,Appliances,Air Conditioner,high
3005,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,medium,Appliances,Air Conditioner,high
3006,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,high,Appliances,Air Conditioner,urgent
3007,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,less,Appliances,Water Purifier,medium
3008,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,medium,Appliances,Water Purifier,medium
3009,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,high,Appliances,Water Purifier,medium
3010,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,less,Appliances,Water Purifier,medium
3011,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,medium,Appliances,Water Purifier,high
3012,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,high,Appliances,Water Purifier,high
3013,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,less,Appliances,Water Purifier,high
3014,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,medium,Appliances,Water Purifier,high
3015,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,frustrated,high,Appliances,Water Purifier,urgent
3016,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,less,Appliances,Oven Toaster Grills (OTG),low
3017,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,medium,Appliances,Oven Toaster Grills (OTG),medium
3018,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,neutral,high,Appliances,Oven Toaster Grills (OTG),medium
3019,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,less,Appliances,Oven Toaster Grills (OTG),medium
3020,Cancellations and returns,Return and Exchange,Return Shipping/Pickup Issues,negative,medium,Appliances,Oven Toaster Grills (OTG),high
